Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,2.3495672456961474,2.3495672456961474,2.268146583009019,2.310795545578003,350000,0.0,0.0
1996-01-02 00:00:00+05:30,2.310795406443461,2.345690026887787,2.2875323877732563,2.306918144226074,412000,0.0,0.0
1996-01-03 00:00:00+05:30,2.3069186058216165,2.322427288038247,2.2875328454898662,2.3146729469299316,284000,0.0,0.0
1996-01-04 00:00:00+05:30,2.314672497565189,2.3107954202027554,2.279778061791127,2.299163818359375,282000,0.0,0.0
1996-01-05 00:00:00+05:30,2.299164449107827,2.3107960541422,2.287533028951544,2.2952873706817627,189000,0.0,0.0
1996-01-08 00:00:00+05:30,2.295286796599233,2.287532456808481,2.2565150976454715,2.268146514892578,237000,0.0,0.0
1996-01-09 00:00:00+05:30,2.268147239997693,2.268147239997693,2.1712178691868678,2.1944808959960938,483000,0.0,0.0
1996-01-10 00:00:00+05:30,2.1944804044926527,2.2216206887971213,2.178971723426688,2.2022347450256348,226000,0.0,0.0
1996-01-11 00:00:00+05:30,2.2022352382658354,2.233252792222906,2.1712178691868678,2.1944808959960938,318000,0.0,0.0
1996-01-12 00:00:00+05:30,2.194480572768926,2.1983578357717626,2.1712175493861334,2.190603494644165,431000,0.0,0.0
1996-01-15 00:00:00+05:30,2.1906029180975364,2.18284857901081,2.1518312226639043,2.1634626388549805,181000,0.0,0.0
1996-01-16 00:00:00+05:30,2.1634629489306016,2.171217289128709,2.1246912479400635,2.1246912479400635,358000,0.0,0.0
1996-01-17 00:00:00+05:30,2.124691469055484,2.167340437022556,2.039393717999413,2.05877947807312,429000,0.0,0.0
1996-01-18 00:00:00+05:30,2.058780127265137,2.058780127265137,2.0161311458496267,2.0471487045288086,330000,0.0,0.0
1996-01-19 00:00:00+05:30,2.047148092249594,2.0393937511185682,1.9657274179347872,1.9812361001968384,426000,0.0,0.0
1996-01-22 00:00:00+05:30,1.9812362351988373,2.0083763385677234,1.9540959469518628,1.9734818935394287,359000,0.0,0.0
1996-01-23 00:00:00+05:30,1.9734823701042554,2.0161311670909696,1.9463420753033283,1.9618507623672485,399000,0.0,0.0
1996-01-24 00:00:00+05:30,1.9618498739211958,1.9618498739211958,1.8998151537586438,1.9114465713500977,449000,0.0,0.0
1996-01-25 00:00:00+05:30,1.9114472177240172,1.8998157961992883,1.8687984256291956,1.8881841897964478,390000,0.0,0.0
1996-01-26 00:00:00+05:30,1.8881841897964478,1.8881841897964478,1.8881841897964478,1.8881841897964478,0,0.0,0.0
1996-01-29 00:00:00+05:30,1.888183289930034,1.9347093236118937,1.8571659341421274,1.926954984664917,311000,0.0,0.0
1996-01-30 00:00:00+05:30,1.9269556712398672,1.9773589847929445,1.9269556712398672,1.9540959596633911,452000,0.0,0.0
1996-01-31 00:00:00+05:30,1.954096431695777,2.0432714753392727,1.9773594624447584,2.0083768367767334,344000,0.0,0.0
1996-02-01 00:00:00+05:30,2.008376128806482,2.1712174715244803,2.0161304696560025,2.1557087898254395,424000,0.0,0.0
1996-02-02 00:00:00+05:30,2.155708736143742,2.3224271526958256,2.1712174174565844,2.260392427444458,819000,0.0,0.0
1996-02-05 00:00:00+05:30,2.260392312287089,2.403847699561468,2.2875325956409127,2.3224270343780518,906000,0.0,0.0
1996-02-06 00:00:00+05:30,2.322426823339544,2.3650757833406053,2.2875323877732563,2.306918144226074,888000,0.0,0.0
1996-02-07 00:00:00+05:30,2.306918300598291,2.268146600186515,2.1906031993629616,2.221620559692383,586000,0.0,0.0
1996-02-08 00:00:00+05:30,2.2216205936370317,2.4426195666779282,2.2371292740387028,2.361198902130127,667000,0.0,0.0
1996-02-09 00:00:00+05:30,2.361199185373245,2.8342143641219586,2.597706682308564,2.8303372859954834,1720000,0.0,0.0
1996-02-12 00:00:00+05:30,2.8303367087592273,2.9427747246668368,2.67524973289003,2.721775770187378,2851000,0.0,0.0
1996-02-13 00:00:00+05:30,2.79156491179999,2.79156491179999,2.5783204752041544,2.6752498149871826,1451000,0.0,0.0
1996-02-14 00:00:00+05:30,2.67525041503936,2.946652553355462,2.783811196414567,2.876863479614258,2464000,0.0,0.0
1996-02-15 00:00:00+05:30,2.876863372060214,2.9233894194816,2.8458460071126233,2.8574774265289307,1191000,0.0,0.0
1996-02-16 00:00:00+05:30,2.857477227507217,2.8497228868104045,2.7217761728739718,2.7605478763580322,1396000,0.0,0.0
1996-02-19 00:00:00+05:30,2.7605483332671823,2.8303375959676504,2.7140222813856005,2.725653886795044,1297000,0.0,0.0
1996-02-20 00:00:00+05:30,2.7256530871598548,2.7256530871598548,2.562811768469599,2.60933780670166,1361000,0.0,0.0
1996-02-21 00:00:00+05:30,2.60933780670166,2.60933780670166,2.60933780670166,2.60933780670166,0,0.0,0.0
1996-02-22 00:00:00+05:30,2.60933819360818,2.694635943014708,2.6364784790402007,2.6558642387390137,848000,0.0,0.0
1996-02-23 00:00:00+05:30,2.6558643924371492,2.7140220446553807,2.636478631616459,2.651987314224243,687000,0.0,0.0
1996-02-26 00:00:00+05:30,2.6519867395566052,2.6946355150472705,2.6170921188114797,2.6248464584350586,647000,0.0,0.0
1996-02-27 00:00:00+05:30,2.62872418308416,2.6558642841016695,2.558934929317827,2.632601261138916,841000,0.0,0.0
1996-02-28 00:00:00+05:30,2.6326011257755395,2.671372828719894,2.5628120604757005,2.5783207416534424,422000,0.0,0.0
1996-02-29 00:00:00+05:30,2.558934895522759,2.558934895522759,2.3263044840894302,2.3767077922821045,1275000,0.0,0.0
1996-03-01 00:00:00+05:30,2.3767073468407376,2.442619324450571,2.3263040480946255,2.4116017818450928,732000,0.0,0.0
1996-03-04 00:00:00+05:30,2.4116022338263585,2.403847892941183,2.3650761885153067,2.3767077922821045,647000,0.0,0.0
1996-03-05 00:00:00+05:30,2.3767077922821045,2.3767077922821045,2.3767077922821045,2.3767077922821045,0,0.0,0.0
1996-03-06 00:00:00+05:30,2.3767075959795125,2.442619580498581,2.3883390139075513,2.4038476943969727,360000,0.0,0.0
1996-03-07 00:00:00+05:30,2.403847994195968,2.4426198851330625,2.345690527546482,2.372830629348755,486000,0.0,0.0
1996-03-08 00:00:00+05:30,2.3728304055438922,2.380584746024308,2.3263043626613986,2.3650760650634766,387000,0.0,0.0
1996-03-11 00:00:00+05:30,2.3650759982546163,2.3611989205629587,2.3069183538553113,2.3224270343780518,324000,0.0,0.0
1996-03-12 00:00:00+05:30,2.322426851090242,2.322426851090242,2.272023735808217,2.291409492492676,400000,0.0,0.0
1996-03-13 00:00:00+05:30,2.2914103822261174,2.4038484432399736,2.3263050166366632,2.3883397579193115,486000,0.0,0.0
1996-03-14 00:00:00+05:30,2.3883390571820873,2.4426196247566314,2.3611989582728734,2.380584716796875,529000,0.0,0.0
1996-03-15 00:00:00+05:30,2.403848089335611,2.403848089335611,2.3263046741485596,2.3263046741485596,807000,0.0,0.0
1996-03-18 00:00:00+05:30,2.326304551031442,2.3456904962412675,2.272024163273236,2.3146729469299316,388000,0.0,0.0
1996-03-19 00:00:00+05:30,2.3146725114408504,2.326304113353958,2.2487607168600423,2.291409492492676,617000,0.0,0.0
1996-03-20 00:00:00+05:30,2.291409492492676,2.291409492492676,2.291409492492676,2.291409492492676,0,0.0,0.0
1996-03-21 00:00:00+05:30,2.2914101807301415,2.3379364174789385,2.2875331021799643,2.3301820755004883,643000,0.0,0.0
1996-03-22 00:00:00+05:30,2.3301815595174773,2.3418129774705054,2.27590099280983,2.3224270343780518,194000,0.0,0.0
1996-03-25 00:00:00+05:30,2.3224277527940953,2.3650767298636253,2.310796331243022,2.345690965652466,413000,0.0,0.0
1996-03-26 00:00:00+05:30,2.3456902217284554,2.388339000394025,2.3107955983856683,2.361198902130127,643000,0.0,0.0
1996-03-27 00:00:00+05:30,2.361198915490091,2.4116020346416835,2.3495673126839978,2.4038476943969727,795000,0.0,0.0
1996-03-28 00:00:00+05:30,2.40384736311594,2.5395485760140892,2.4271105655221583,2.489145278930664,1124000,0.0,0.0
