Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,0.5108680480743494,0.5119978785514832,0.508357828681332,0.5119978785514832,204800,0.0,0.0
1996-01-02 00:00:00+05:30,0.5108680213523112,0.5133789301189432,0.5099271535873413,0.5099271535873413,204800,0.0,0.0
1996-01-03 00:00:00+05:30,0.5133790969848633,0.5133790969848633,0.5133790969848633,0.5133790969848633,102400,0.0,0.0
1996-01-04 00:00:00+05:30,0.5083579649510674,0.5108681850169711,0.5083579649510674,0.5099896788597107,307200,0.0,0.0
1996-01-05 00:00:00+05:30,0.5039645433425903,0.5039645433425903,0.5039645433425903,0.5039645433425903,51200,0.0,0.0
1996-01-08 00:00:00+05:30,0.5039645608403425,0.5083578568088852,0.5045924700522734,0.5071027278900146,358400,0.0,0.0
1996-01-09 00:00:00+05:30,0.5071028606016037,0.5020823436122244,0.4958060844820144,0.5014544725418091,870400,0.0,0.0
1996-01-10 00:00:00+05:30,0.5014543313555725,0.4983162026740187,0.49580594488610097,0.4970610737800598,358400,0.0,0.0
1996-01-11 00:00:00+05:30,0.5008267510146475,0.5083581805229187,0.49706140016615563,0.5083581805229187,819200,0.0,0.0
1996-01-12 00:00:00+05:30,0.5058476414298001,0.5058476414298001,0.5020822543571379,0.5055339932441711,358400,0.0,0.0
1996-01-15 00:00:00+05:30,0.4989441378245453,0.5045925250214485,0.4989441378245453,0.499885618686676,307200,0.0,0.0
1996-01-16 00:00:00+05:30,0.49988558060435934,0.5020822286605835,0.45814965059444146,0.5020822286605835,358400,0.0,0.0
1996-01-17 00:00:00+05:30,0.5020821490632135,0.5033372778242154,0.49580589236495515,0.4973123073577881,768000,0.0,0.0
1996-01-18 00:00:00+05:30,0.49731241979491675,0.49894413352012634,0.49455087541672554,0.49894413352012634,204800,0.0,0.0
1996-01-19 00:00:00+05:30,0.4958058674272341,0.4958058674272341,0.49360921982974004,0.4939228296279907,512000,0.0,0.0
1996-01-22 00:00:00+05:30,0.4958060044614991,0.49894413352012634,0.4958060044614991,0.49894413352012634,204800,0.0,0.0
1996-01-23 00:00:00+05:30,0.4932958053211432,0.5020823225779397,0.4932958053211432,0.4973748028278351,665600,0.0,0.0
1996-01-24 00:00:00+05:30,0.4973748115572785,0.4951781630516053,0.483881387207014,0.4951781630516052,409600,0.0,0.0
1996-01-25 00:00:00+05:30,0.49549236891747866,0.49549236891747866,0.4932957589626313,0.4932957589626312,102400,0.0,0.0
1996-01-26 00:00:00+05:30,0.4932957589626313,0.4932957589626313,0.4932957589626313,0.4932957589626312,0,0.0,0.0
1996-01-29 00:00:00+05:30,0.49204060414288847,0.49204060414288847,0.490471214056015,0.490471214056015,102400,0.0,0.0
1996-01-30 00:00:00+05:30,0.49047123117290115,0.49831626658926825,0.4958060084793788,0.49643322825431824,1433600,0.0,0.0
1996-01-31 00:00:00+05:30,0.4964331906948064,0.5020822286605835,0.4932957130473551,0.5020822286605835,460800,0.0,0.0
1996-02-01 00:00:00+05:30,0.5020821031304084,0.5209096074104309,0.5020821031304084,0.5209096074104309,819200,0.0,0.0
1996-02-02 00:00:00+05:30,0.5209098136485052,0.5397379765819713,0.5209098136485052,0.5396756529808044,2355200,0.0,0.0
1996-02-05 00:00:00+05:30,0.5396755566399088,0.5409930091489954,0.5272489912412026,0.53973788022995,819200,0.0,0.0
1996-02-06 00:00:00+05:30,0.539737827934356,0.5679804093089057,0.539737827934356,0.5522903800010681,1382400,0.0,0.0
