Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,4.6185915352008875,4.643373865399229,4.58817637852748,4.635488510131836,104121369,0.0,0.0
1996-01-02 00:00:00+05:30,4.624224285582878,4.64675378718531,4.565646799079506,4.599441051483154,168743308,0.0,0.0
1996-01-03 00:00:00+05:30,4.6749157422885,4.887821859761402,4.624224511654243,4.634362697601318,209323879,0.0,0.0
1996-01-04 00:00:00+05:30,4.590429330971668,4.605073476603041,4.529599015998185,4.591555595397949,216900264,0.0,0.0
1996-01-05 00:00:00+05:30,4.573532129319961,4.573532129319961,4.5205874698596515,4.560014247894287,166708467,0.0,0.0
1996-01-08 00:00:00+05:30,4.551002259198443,4.554381353157566,4.332463645200604,4.377522945404053,186974245,0.0,0.0
1996-01-09 00:00:00+05:30,4.247977031347407,4.325704005918242,4.106039757226627,4.25135612487793,388766555,0.0,0.0
1996-01-10 00:00:00+05:30,4.167998875792422,4.268255709419146,4.122939553725595,4.142089366912842,276606655,0.0,0.0
1996-01-11 00:00:00+05:30,4.100407743041558,4.291910595928354,4.094775217692288,4.271633625030518,409645726,0.0,0.0
1996-01-12 00:00:00+05:30,4.303176113523418,4.3358444075837514,4.198413041761642,4.2265753746032715,374687924,0.0,0.0
1996-01-15 00:00:00+05:30,4.214183408063241,4.235586646862382,4.158985914258965,4.182641983032227,199981539,0.0,0.0
1996-01-16 00:00:00+05:30,4.1679976343450775,4.21305694299089,4.154479751481666,4.190527439117432,217247573,0.0,0.0
1996-01-17 00:00:00+05:30,4.167996505723171,4.173629030615793,3.988885584204532,4.023806095123291,299629901,0.0,0.0
1996-01-18 00:00:00+05:30,3.921298330246461,3.985507459136949,3.870606184209132,3.912285804748535,377502810,0.0,0.0
1996-01-19 00:00:00+05:30,3.8582139649591216,3.9066529683303655,3.817660618661384,3.84356951713562,324535340,0.0,0.0
1996-01-22 00:00:00+05:30,3.8559608468190665,3.9595973356670036,3.8525808498989162,3.908905506134033,338613971,0.0,0.0
1996-01-23 00:00:00+05:30,3.9224235554186526,3.9393208326529168,3.537165574297661,3.7433125972747803,354919302,0.0,0.0
1996-01-24 00:00:00+05:30,3.7106444082237537,3.7331742139421555,3.559695462157731,3.6148929595947266,351185727,0.0,0.0
1996-01-25 00:00:00+05:30,3.6070075194845965,3.62277823267367,3.4414144292015236,3.462817668914795,360855771,0.0,0.0
1996-01-26 00:00:00+05:30,3.4628176689147954,3.4628176689147954,3.4628176689147954,3.462817668914795,0,0.0,0.0
1996-01-29 00:00:00+05:30,3.4470459208123536,3.7680947770710733,3.425643285586089,3.735426187515259,652902286,0.0,0.0
1996-01-30 00:00:00+05:30,3.852581589113683,4.25811690498733,3.796257824768021,4.071120262145996,1061936020,0.0,0.0
1996-01-31 00:00:00+05:30,4.032819261280368,4.184894760957046,3.880743460704807,3.9821274280548096,731560842,0.0,0.0
1996-02-01 00:00:00+05:30,3.942701362761332,4.167998875792422,3.9314369083683562,4.142089366912842,640422958,0.0,0.0
1996-02-02 00:00:00+05:30,4.252483203540954,4.641121159816618,4.252483203540954,4.591555595397949,818725675,0.0,0.0
1996-02-05 00:00:00+05:30,4.843889856389518,5.0736929997058695,4.698573419470924,4.973435878753662,1222482548,0.0,0.0
1996-02-06 00:00:00+05:30,5.0928424354276265,5.181835086445512,4.45187184040611,4.556634902954102,1242315590,0.0,0.0
1996-02-07 00:00:00+05:30,4.304301366622093,4.686180211343506,4.259242065923119,4.641120910644531,895441820,0.0,0.0
1996-02-08 00:00:00+05:30,4.688433773087261,5.128890168664448,4.641121635369881,5.046656608581543,821653997,0.0,0.0
1996-02-09 00:00:00+05:30,5.226894144969014,5.4521909847395555,5.04890944295702,5.339542865753174,994440377,0.0,0.0
1996-02-12 00:00:00+05:30,5.204365500990644,5.294484131421676,4.934008406101792,5.004977226257324,971599188,0.0,0.0
1996-02-13 00:00:00+05:30,4.956537093084008,5.500629953984162,4.913730918805632,5.305747985839844,1019034918,0.0,0.0
1996-02-14 00:00:00+05:30,5.440925969977124,5.518652959410216,5.268574113036862,5.309126853942871,622459505,0.0,0.0
1996-02-15 00:00:00+05:30,5.181834847698403,5.3508076185063524,5.136775241550368,5.2246413230896,699136437,0.0,0.0
1996-02-16 00:00:00+05:30,5.136775644343834,5.187467479561152,5.092842600129267,5.132269382476807,495646793,0.0,0.0
1996-02-19 00:00:00+05:30,5.22689327024803,5.298988632060017,5.153671944980698,5.184086799621582,518231701,0.0,0.0
1996-02-20 00:00:00+05:30,5.181834878479238,5.2032378154031,4.843888733058147,4.910351276397705,639131752,0.0,0.0
1996-02-21 00:00:00+05:30,4.910351276397705,4.910351276397705,4.910351276397705,4.910351276397705,0,0.0,0.0
1996-02-22 00:00:00+05:30,5.0241267309442295,5.204364249358721,4.980193691023117,5.169443130493164,613558303,0.0,0.0
1996-02-23 00:00:00+05:30,5.159303935185601,5.170568383608994,5.028631398733509,5.1142449378967285,546094871,0.0,0.0
1996-02-26 00:00:00+05:30,5.170569701368947,5.277586201248722,5.092842700607133,5.1255106925964355,544960514,0.0,0.0
1996-02-27 00:00:00+05:30,5.154798152341376,5.1818345160978065,4.980193468511409,5.066932678222656,542491536,0.0,0.0
1996-02-28 00:00:00+05:30,5.164937750447784,5.222387772365458,5.08045076030444,5.0917158126831055,427826248,0.0,0.0
1996-02-29 00:00:00+05:30,5.046656443180319,5.064679985144323,4.742505448914111,4.772920608520508,697898447,0.0,0.0
1996-03-01 00:00:00+05:30,4.810094632769138,4.8709246520191085,4.698572479462532,4.79995584487915,723172202,0.0,0.0
1996-03-04 00:00:00+05:30,4.8213587297697265,4.843888532042615,4.695192438839277,4.750390529632568,673407539,0.0,0.0
1996-03-05 00:00:00+05:30,4.750390529632568,4.750390529632568,4.750390529632568,4.750390529632568,0,0.0,0.0
1996-03-06 00:00:00+05:30,4.83262334074421,4.95203083055532,4.789816870778006,4.919362545013428,543855566,0.0,0.0
1996-03-07 00:00:00+05:30,4.988079171455285,5.074818387211005,4.939639868896242,4.963295936584473,854410306,0.0,0.0
1996-03-08 00:00:00+05:30,4.900214161463686,4.956538230443396,4.83825786612537,4.9373884201049805,646827174,0.0,0.0
1996-03-11 00:00:00+05:30,4.866418086836419,4.967802047727899,4.847268281267261,4.953157901763916,631091821,0.0,0.0
1996-03-12 00:00:00+05:30,4.945272405261793,5.362071784172187,4.922742603383255,5.207743167877197,803011329,0.0,0.0
1996-03-13 00:00:00+05:30,5.069185438097932,5.142407363272402,5.0072282624663185,5.118750095367432,577715422,0.0,0.0
1996-03-14 00:00:00+05:30,5.114245665385447,5.168316590183078,5.08045050991504,5.117624759674072,597611484,0.0,0.0
1996-03-15 00:00:00+05:30,5.090589107927113,5.106359817882536,4.911477268553963,4.949778079986572,622444100,0.0,0.0
1996-03-18 00:00:00+05:30,4.899086700047607,4.911477715369405,4.706457564600936,4.724481105804443,667319823,0.0,0.0
1996-03-19 00:00:00+05:30,4.708710286363806,4.79432353438552,4.33697020647641,4.433847904205322,1037292464,0.0,0.0
1996-03-20 00:00:00+05:30,4.433847904205322,4.433847904205322,4.433847904205322,4.433847904205322,0,0.0,0.0
