Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,MACD,MACD_Signal,SMA_20,SMA_50,EMA_20,Volatility,Buy_Signal,Logic_Signal,Target,ML_Prediction,Trade_Return
2025-04-07 00:00:00+05:30,1132.199951171875,1171.25,1114.8499755859375,1165.699951171875,22156106,0.0,0.0,31.04122502083591,-3.8495826235805453,5.763084701979361,1252.3774963378905,1239.0959985351562,1241.519657441175,40.77167865412532,1,1,1,1,0.21097572961021482
2025-07-22 00:00:00+05:30,1427.4000244140625,1431.9000244140625,1410.699951171875,1412.800048828125,20396320,0.0,0.0,32.1003851384708,-2.0348680811675877,11.698570864390803,1496.4950073242187,1458.8940087890626,1476.5869463553317,33.9221967492426,1,1,1,1,-0.01593494969351954
2025-07-25 00:00:00+05:30,1398.9000244140625,1401.0,1384.0999755859375,1391.699951171875,11854722,0.0,0.0,30.416722609463676,-14.490911785362414,0.7375952933842193,1483.554998779297,1456.5780078125,1458.1000565641166,38.0483620888115,1,1,0,1,-0.0020778185331809
